month,State,Total Sales Demand,Total Units Demanded per SKU,Order ID,Country,Cust_State
12,R3W,115.0424,8,8,CA,R
2,R3X,27.3702,3,3,CA,R
3,R3X,229.6925,45,24,CA,R
4,R3X,369.1792,78,55,CA,R
11,R3X,225.2168,2,2,CA,R
12,R3X,60.1566,10,2,CA,R
1,R3Y,62.4453,6,2,CA,R
3,R3Y,368.3961,20,20,CA,R
4,R3Y,211.1074,33,26,CA,R
11,R3Y,262.3154,30,19,CA,R
12,R3Y,635.4983,47,19,CA,R
2,R4A,69.6531,5,4,CA,R
3,R4A,63.6974,14,14,CA,R
4,R4A,248.995,72,55,CA,R
11,R4A,251.0804,3,3,CA,R
3,R4H,42.1942,3,3,CA,R
4,R4H,157.8886,13,11,CA,R
11,R4H,74.0373,20,3,CA,R
3,R4J,48.0865,5,5,CA,R
4,R4J,37.8668,3,3,CA,R
11,R4J,19.7534,4,2,CA,R
3,R4K,37.9277,5,5,CA,R
4,R4K,62.0341,7,7,CA,R
4,R4L,100.3447,10,5,CA,R
4,R5A,148.8406,27,24,CA,R
11,R5A,68.4446,5,3,CA,R
12,R5A,509.3127,13,11,CA,R
1,R5G,44.0196,2,2,CA,R
3,R5G,116.3938,36,12,CA,R
4,R5G,672.4927,121,63,CA,R
11,R5G,435.7771,30,22,CA,R
12,R5G,880.861,6,6,CA,R
1,R5H,161.5183,1,1,CA,R
3,R5H,276.1082,33,23,CA,R
4,R5H,70.3552,11,6,CA,R
11,R5H,175.0038,1,1,CA,R
1,R6M,58.0107,8,3,CA,R
3,R6M,376.354,55,30,CA,R
4,R6M,322.1701,57,33,CA,R
10,R6M,57.9085,10,10,CA,R
11,R6M,407.061,8,6,CA,R
12,R6M,50.7453,10,2,CA,R
1,R6W,147.6653,22,5,CA,R
3,R6W,276.4139,63,34,CA,R
4,R6W,598.1286,134,81,CA,R
11,R6W,341.6891,55,29,CA,R
12,R6W,137.6516,19,18,CA,R
1,R7A,96.0154,20,8,CA,R
2,R7A,75.1446,18,15,CA,R
3,R7A,132.2664,22,8,CA,R
4,R7A,972.2288,125,88,CA,R
10,R7A,27.2042,8,6,CA,R
11,R7A,245.4431,13,6,CA,R
12,R7A,120.0644,15,8,CA,R
1,R7B,42.7043,13,7,CA,R
2,R7B,18.35,7,1,CA,R
3,R7B,704.9437,131,37,CA,R
4,R7B,951.5193,98,55,CA,R
11,R7B,19.6621,1,1,CA,R
12,R7B,205.6763,32,10,CA,R
4,R7C,11.2565,1,1,CA,R
1,R7N,120.5753,4,3,CA,R
2,R7N,72.0553,12,12,CA,R
3,R7N,191.5548,44,33,CA,R
4,R7N,609.0218,74,50,CA,R
9,R7N,78.7318,20,2,CA,R
10,R7N,32.9648,11,10,CA,R
11,R7N,196.6092,19,16,CA,R
12,R7N,153.1318,71,6,CA,R
1,R8A,169.8787,15,10,CA,R
3,R8A,516.853,122,59,CA,R
4,R8A,191.8361,26,14,CA,R
10,R8A,46.56,1,1,CA,R
11,R8A,87.1175,11,3,CA,R
1,R8N,597.1764,83,27,CA,R
2,R8N,61.0029,8,6,CA,R
3,R8N,301.737,42,16,CA,R
4,R8N,1551.4852,207,139,CA,R
10,R8N,41.918,17,7,CA,R
11,R8N,298.7594,9,6,CA,R
12,R8N,246.4149,36,32,CA,R
3,R9A,186.9465,15,11,CA,R
4,R9A,486.4116,58,33,CA,R
11,R9A,42.5875,17,17,CA,R
12,R9A,225.2592,40,17,CA,R
1,RI,28332.53,4852,1663,US,RI
2,RI,25665.89,5170,1656,US,RI
3,RI,44939.67,7781,3918,US,RI
4,RI,80183.03,16018,9122,US,RI
5,RI,10427.55,1528,595,US,RI
6,RI,12693.21,2182,848,US,RI
7,RI,17701.6,3322,1441,US,RI
8,RI,17304.22,2879,1213,US,RI
9,RI,23527.1,4023,1625,US,RI
10,RI,25030.74,3618,1544,US,RI
11,RI,60582.8,7293,3158,US,RI
12,RI,49866.12,6248,3187,US,RI
1,S0A,281.8256,53,18,CA,S
2,S0A,644.0789,116,40,CA,S
3,S0A,2612.9158,308,199,CA,S
4,S0A,4397.3716,590,368,CA,S
10,S0A,449.661,45,26,CA,S
11,S0A,1612.9969,190,98,CA,S
12,S0A,816.371,204,93,CA,S
1,S0C,115.2141,6,2,CA,S
2,S0C,103.7767,21,12,CA,S
3,S0C,1116.3454,111,86,CA,S
4,S0C,1367.9446,240,168,CA,S
10,S0C,577.7,85,22,CA,S
11,S0C,302.1984,25,19,CA,S
12,S0C,607.1207,54,33,CA,S
1,S0E,615.6975,65,32,CA,S
2,S0E,187.4665,36,11,CA,S
3,S0E,1079.8404,163,130,CA,S
4,S0E,3137.8759,578,300,CA,S
9,S0E,22.126,1,1,CA,S
10,S0E,138.8759,11,6,CA,S
11,S0E,617.4999,53,29,CA,S
12,S0E,1154.3425,56,35,CA,S
1,S0G,1094.6619,122,47,CA,S
2,S0G,701.1844,97,51,CA,S
3,S0G,2294.7616,334,248,CA,S
4,S0G,5505.1118,937,558,CA,S
11,S0G,1212.6186,161,83,CA,S
12,S0G,316.788,102,57,CA,S
1,S0H,271.6169,82,19,CA,S
2,S0H,952.6243,202,52,CA,S
3,S0H,771.6997,75,35,CA,S
4,S0H,2140.4817,296,184,CA,S
10,S0H,83.3179,17,8,CA,S
11,S0H,551.2073,69,43,CA,S
12,S0H,324.4299,51,28,CA,S
1,S0J,771.9844,148,63,CA,S
2,S0J,415.1617,121,14,CA,S
3,S0J,1393.2362,236,137,CA,S
4,S0J,3735.0853,533,298,CA,S
10,S0J,99.4061,37,11,CA,S
11,S0J,485.8608,63,23,CA,S
12,S0J,623.8207,67,24,CA,S
1,S0K,499.8781,75,60,CA,S
2,S0K,344.2907,68,35,CA,S
3,S0K,2845.7816,581,301,CA,S
4,S0K,6228.1169,973,552,CA,S
9,S0K,11.2538,2,1,CA,S
10,S0K,159.3206,9,9,CA,S
11,S0K,1796.1241,185,61,CA,S
12,S0K,1579.1629,193,86,CA,S
1,S0L,341.2071,61,36,CA,S
2,S0L,219.0219,48,13,CA,S
3,S0L,1534.8469,263,162,CA,S
4,S0L,3393.7408,982,264,CA,S
10,S0L,28.0757,2,1,CA,S
11,S0L,2089.4597,218,84,CA,S
12,S0L,706.9464,94,58,CA,S
1,S0M,176.2493,11,7,CA,S
2,S0M,571.6998,50,17,CA,S
3,S0M,1443.998,224,167,CA,S
4,S0M,3757.3044,489,297,CA,S
9,S0M,130.7114,1,1,CA,S
10,S0M,52.6588,9,2,CA,S
11,S0M,815.5894,93,47,CA,S
12,S0M,556.201,104,62,CA,S
1,S0N,195.7104,59,29,CA,S
2,S0N,513.9276,110,33,CA,S
3,S0N,565.4853,103,72,CA,S
4,S0N,2164.7482,360,257,CA,S
10,S0N,30.0433,8,6,CA,S
11,S0N,886.1759,152,93,CA,S
12,S0N,742.0023,93,52,CA,S
2,S0P,46.808,4,4,CA,S
3,S0P,20.8547,4,1,CA,S
4,S0P,58.3735,13,5,CA,S
3,S2V,14.7609,1,1,CA,S
1,S3N,154.0161,17,5,CA,S
2,S3N,235.0378,29,11,CA,S
3,S3N,818.3319,107,50,CA,S
4,S3N,1669.8951,223,164,CA,S
10,S3N,54.6191,8,1,CA,S
11,S3N,840.6825,51,22,CA,S
12,S3N,544.8189,27,23,CA,S
1,S4A,219.5795,38,23,CA,S
2,S4A,410.9692,34,6,CA,S
3,S4A,441.5278,138,61,CA,S
4,S4A,1296.762,137,100,CA,S
10,S4A,244.5677,51,35,CA,S
11,S4A,347.8682,32,22,CA,S
12,S4A,454.2377,37,23,CA,S
1,S4H,39.9505,6,4,CA,S
2,S4H,33.4892,7,5,CA,S
3,S4H,229.1544,63,36,CA,S
4,S4H,1147.3094,152,109,CA,S
10,S4H,531.5135,66,31,CA,S
11,S4H,768.5047,51,20,CA,S
12,S4H,83.5641,18,5,CA,S
3,S4L,84.6194,18,11,CA,S
4,S4L,106.6292,12,8,CA,S
10,S4L,184.0168,1,1,CA,S
11,S4L,73.0176,12,3,CA,S
12,S4L,248.3434,22,6,CA,S
1,S4N,254.8234,47,13,CA,S
2,S4N,197.8317,33,2,CA,S
3,S4N,403.4663,84,46,CA,S
4,S4N,1806.8719,304,168,CA,S
10,S4N,135.196,2,2,CA,S
11,S4N,724.8865,19,11,CA,S
12,S4N,634.9478,116,47,CA,S
1,S4P,795.5154,44,9,CA,S
2,S4P,50.7213,7,2,CA,S
3,S4P,281.7173,51,21,CA,S
4,S4P,574.8866,89,51,CA,S
9,S4P,93.8697,5,1,CA,S
10,S4P,123.7794,20,3,CA,S
12,S4P,509.6895,65,11,CA,S
1,S4R,381.2627,40,20,CA,S
2,S4R,92.0601,14,4,CA,S
3,S4R,760.6049,129,107,CA,S
4,S4R,2167.8427,390,212,CA,S
9,S4R,149.4929,1,1,CA,S
10,S4R,147.1826,29,15,CA,S
11,S4R,708.2859,37,10,CA,S
12,S4R,276.8624,35,26,CA,S
1,S4S,572.3095,35,12,CA,S
2,S4S,257.1501,43,18,CA,S
3,S4S,623.5002,103,55,CA,S
4,S4S,1798.0564,295,163,CA,S
10,S4S,98.3701,3,2,CA,S
11,S4S,371.1073,32,15,CA,S
12,S4S,4.5098,1,1,CA,S
1,S4T,161.4565,33,12,CA,S
2,S4T,122.5871,33,15,CA,S
3,S4T,764.9396,177,85,CA,S
4,S4T,1242.7737,253,149,CA,S
11,S4T,236.0065,24,5,CA,S
12,S4T,405.5469,68,36,CA,S
2,S4V,53.2144,16,2,CA,S
3,S4V,572.5642,73,53,CA,S
4,S4V,1665.5431,260,177,CA,S
10,S4V,258.0962,23,9,CA,S
11,S4V,691.8271,17,12,CA,S
12,S4V,133.3908,4,4,CA,S
1,S4X,2.7613,1,1,CA,S
2,S4X,173.982,70,24,CA,S
3,S4X,463.0464,72,61,CA,S
4,S4X,1344.7072,216,129,CA,S
10,S4X,327.5791,37,37,CA,S
11,S4X,584.591,78,28,CA,S
12,S4X,704.8476,84,36,CA,S
3,S4Y,113.6939,22,11,CA,S
4,S4Y,71.2669,15,6,CA,S
11,S4Y,78.4886,7,6,CA,S
1,S6H,121.9443,23,7,CA,S
2,S6H,243.1362,17,10,CA,S
3,S6H,943.3526,180,96,CA,S
4,S6H,2712.9414,390,266,CA,S
10,S6H,37.396,18,10,CA,S
11,S6H,805.6854,51,32,CA,S
12,S6H,63.6952,30,3,CA,S
1,S6J,37.6662,3,3,CA,S
2,S6J,52.0963,4,4,CA,S
3,S6J,173.0124,38,26,CA,S
4,S6J,645.1191,87,69,CA,S
11,S6J,355.6076,8,8,CA,S
12,S6J,159.9754,7,7,CA,S
3,S6K,25.0685,14,12,CA,S
4,S6K,42.1822,8,2,CA,S
11,S6K,83.6095,13,4,CA,S
1,S6V,350.5729,23,5,CA,S
2,S6V,236.2796,30,15,CA,S
3,S6V,713.0216,62,33,CA,S
4,S6V,1560.647,180,105,CA,S
10,S6V,75.8299,5,4,CA,S
11,S6V,252.1531,10,6,CA,S
12,S6V,251.3474,21,9,CA,S
3,S6X,39.949,4,4,CA,S
4,S6X,116.3914,17,15,CA,S
1,S7H,430.8416,87,59,CA,S
2,S7H,261.2071,104,7,CA,S
3,S7H,690.3307,85,57,CA,S
4,S7H,2413.6949,455,248,CA,S
9,S7H,6.7386,3,3,CA,S
10,S7H,523.2308,73,25,CA,S
11,S7H,161.3461,15,8,CA,S
12,S7H,488.8715,57,14,CA,S
1,S7J,52.1342,12,6,CA,S
2,S7J,171.3976,21,10,CA,S
3,S7J,672.369,115,69,CA,S
4,S7J,1783.5446,321,204,CA,S
9,S7J,6.0025,1,1,CA,S
11,S7J,1466.3357,17,17,CA,S
12,S7J,141.469,17,17,CA,S
1,S7K,39.5582,8,6,CA,S
2,S7K,7.5394,2,2,CA,S
3,S7K,757.8682,149,86,CA,S
4,S7K,1554.1247,291,178,CA,S
9,S7K,153.9102,13,5,CA,S
10,S7K,392.9996,26,7,CA,S
11,S7K,1682.468,93,31,CA,S
12,S7K,229.7917,21,11,CA,S
1,S7L,120.9341,25,7,CA,S
2,S7L,101.9941,14,12,CA,S
3,S7L,299.9166,59,31,CA,S
4,S7L,1194.8315,173,130,CA,S
10,S7L,211.1758,44,13,CA,S
11,S7L,529.0127,57,19,CA,S
12,S7L,489.5632,58,35,CA,S
1,S7M,153.8566,29,20,CA,S
2,S7M,76.0669,41,3,CA,S
3,S7M,340.0216,52,34,CA,S
4,S7M,1181.4657,203,126,CA,S
11,S7M,446.4534,17,12,CA,S
12,S7M,214.1092,2,2,CA,S
1,S7N,93.0774,26,2,CA,S
2,S7N,129.1679,12,9,CA,S
3,S7N,768.0664,93,46,CA,S
4,S7N,2185.6879,368,246,CA,S
10,S7N,8.5624,30,1,CA,S
11,S7N,229.3856,29,18,CA,S
12,S7N,585.2719,44,26,CA,S
3,S7R,345.3337,28,18,CA,S
4,S7R,11.904,4,4,CA,S
12,S7R,50.6848,16,4,CA,S
1,S7S,24.5827,4,3,CA,S
3,S7S,155.8508,26,13,CA,S
4,S7S,323.3429,94,46,CA,S
12,S7S,172.6244,18,8,CA,S
2,S7T,100.5817,6,1,CA,S
3,S7T,67.763,15,3,CA,S
4,S7T,59.2407,11,8,CA,S
1,S7V,126.4055,17,5,CA,S
2,S7V,79.1342,25,4,CA,S
3,S7V,53.6361,9,1,CA,S
4,S7V,424.5242,73,42,CA,S
3,S7W,37.9946,8,7,CA,S
4,S7W,536.3586,51,38,CA,S
11,S7W,42.4135,3,3,CA,S
12,S7W,81.2226,12,2,CA,S
1,S9A,264.6175,29,12,CA,S
2,S9A,88.8943,13,8,CA,S
3,S9A,557.5353,91,49,CA,S
4,S9A,1116.5519,156,91,CA,S
9,S9A,68.6646,15,9,CA,S
10,S9A,171.9165,11,8,CA,S
11,S9A,152.8989,6,6,CA,S
12,S9A,266.6297,46,32,CA,S
1,S9H,88.1545,8,6,CA,S
2,S9H,289.1896,47,23,CA,S
3,S9H,729.5515,206,148,CA,S
4,S9H,1194.8816,177,133,CA,S
9,S9H,6.0025,1,1,CA,S
10,S9H,13.0312,4,4,CA,S
11,S9H,267.0163,11,8,CA,S
12,S9H,361.4737,28,11,CA,S
1,S9V,48.0038,9,5,CA,S
3,S9V,22.3538,3,3,CA,S
4,S9V,875.6147,147,83,CA,S
9,S9V,10.5101,1,1,CA,S
12,S9V,700.0368,53,20,CA,S
1,S9X,473.0862,24,12,CA,S
2,S9X,43.5596,18,8,CA,S
3,S9X,170.1419,9,8,CA,S
4,S9X,1211.2646,96,77,CA,S
11,S9X,802.7989,100,32,CA,S
12,S9X,356.7005,24,6,CA,S
1,SC,104839.44,19154,6948,US,SC
2,SC,83956.01,15649,5848,US,SC
3,SC,112001.91,18742,9104,US,SC
4,SC,164016.01,31067,18031,US,SC
5,SC,44515.65,5975,2584,US,SC
6,SC,62096.2,10999,4295,US,SC
7,SC,86737.87,13389,5784,US,SC
8,SC,76518.86,12834,4730,US,SC
9,SC,97787.64,17228,5918,US,SC
10,SC,129317.75,18273,7300,US,SC
11,SC,308143.78,33314,13860,US,SC
12,SC,172377.68,22984,11083,US,SC
1,SD,20002.15,3660,1319,US,SD
2,SD,15430.25,2845,1204,US,SD
3,SD,17868.32,2886,1398,US,SD
4,SD,21106.39,4287,2442,US,SD
5,SD,7617.28,1045,485,US,SD
6,SD,9955.63,1914,672,US,SD
7,SD,14652.93,1840,895,US,SD
8,SD,14287.87,2411,976,US,SD
9,SD,15335.22,2638,1104,US,SD
10,SD,24126.32,4427,1462,US,SD
11,SD,51568.67,6717,2868,US,SD
12,SD,31770.42,4389,2065,US,SD
1,T0A,689.1993,176,71,CA,T
2,T0A,388.3718,61,33,CA,T
3,T0A,2330.0653,517,205,CA,T
4,T0A,5195.3921,846,552,CA,T
10,T0A,83.5809,12,6,CA,T
11,T0A,1527.7056,146,89,CA,T
12,T0A,561.8489,232,75,CA,T
1,T0B,329.0126,32,8,CA,T
2,T0B,549.2866,73,41,CA,T
3,T0B,3555.3322,419,269,CA,T
4,T0B,2922.6274,458,319,CA,T
10,T0B,69.9864,2,2,CA,T
11,T0B,1907.066,58,53,CA,T
12,T0B,455.1242,90,61,CA,T
1,T0C,96.6075,50,12,CA,T
2,T0C,133.6933,15,4,CA,T
3,T0C,1004.003,246,162,CA,T
4,T0C,2958.4092,482,270,CA,T
9,T0C,75.5389,5,4,CA,T
11,T0C,455.923,40,21,CA,T
12,T0C,320.1844,55,22,CA,T
1,T0E,262.7111,93,42,CA,T
2,T0E,345.1957,57,21,CA,T
3,T0E,474.0928,85,62,CA,T
4,T0E,2078.6125,303,200,CA,T
10,T0E,13.6472,3,3,CA,T
11,T0E,1098.9398,172,65,CA,T
12,T0E,639.7946,119,71,CA,T
1,T0G,123.5085,19,14,CA,T
2,T0G,350.6221,55,21,CA,T
3,T0G,1397.9266,237,153,CA,T
4,T0G,3192.4294,545,361,CA,T
10,T0G,66.4557,15,10,CA,T
11,T0G,451.2389,53,26,CA,T
12,T0G,510.171,28,16,CA,T
1,T0H,2427.2698,453,102,CA,T
2,T0H,926.998,216,68,CA,T
3,T0H,2883.0886,396,215,CA,T
4,T0H,4525.2449,650,386,CA,T
10,T0H,115.1943,23,4,CA,T
11,T0H,1642.8137,188,70,CA,T
12,T0H,1607.523,268,118,CA,T
1,T0J,255.2656,34,13,CA,T
2,T0J,508.0202,121,91,CA,T
3,T0J,2244.3167,339,235,CA,T
4,T0J,3397.1476,554,341,CA,T
10,T0J,642.2238,95,61,CA,T
11,T0J,871.0308,123,31,CA,T
12,T0J,660.5541,63,36,CA,T
1,T0K,183.2083,19,11,CA,T
2,T0K,389.9737,56,25,CA,T
3,T0K,2222.0279,346,135,CA,T
4,T0K,3746.9035,641,443,CA,T
5,T0K,40.4645,2,2,CA,T
10,T0K,12.761,1,1,CA,T
11,T0K,732.7508,79,44,CA,T
12,T0K,1084.8861,171,56,CA,T
1,T0L,94.4234,36,5,CA,T
2,T0L,196.3281,57,10,CA,T
3,T0L,1594.5171,347,170,CA,T
4,T0L,4584.4146,824,536,CA,T
10,T0L,19.2052,3,2,CA,T
11,T0L,942.8956,60,38,CA,T
12,T0L,360.5624,40,24,CA,T
1,T0M,318.8286,54,19,CA,T
2,T0M,188.018,54,11,CA,T
3,T0M,2308.5499,481,260,CA,T
4,T0M,4442.1119,797,538,CA,T
9,T0M,11.2537,2,2,CA,T
10,T0M,388.9736,12,7,CA,T
11,T0M,786.6446,59,34,CA,T
12,T0M,871.5685,169,60,CA,T
2,T0P,37.6292,4,3,CA,T
3,T0P,454.2382,77,44,CA,T
4,T0P,1219.2878,232,117,CA,T
11,T0P,6.8406,1,1,CA,T
12,T0P,69.3718,8,7,CA,T
3,T0V,57.6041,7,3,CA,T
4,T0V,255.312,30,27,CA,T
10,T0V,117.1997,13,5,CA,T
11,T0V,174.0903,21,7,CA,T
12,T0V,22.4664,16,4,CA,T
1,T1A,36.874,6,1,CA,T
2,T1A,79.1945,19,5,CA,T
3,T1A,456.214,71,48,CA,T
4,T1A,2787.0563,354,225,CA,T
10,T1A,187.6894,11,4,CA,T
11,T1A,766.5344,15,10,CA,T
12,T1A,500.9476,70,30,CA,T
1,T1B,45.6574,3,3,CA,T
2,T1B,219.6793,51,15,CA,T
3,T1B,646.2122,66,54,CA,T
4,T1B,2503.0624,316,242,CA,T
10,T1B,68.0711,9,3,CA,T
11,T1B,1542.212,38,19,CA,T
12,T1B,548.5386,26,15,CA,T
2,T1C,44.5416,4,3,CA,T
3,T1C,112.0453,16,12,CA,T
4,T1C,970.3325,153,101,CA,T
9,T1C,5.2512,1,1,CA,T
11,T1C,552.1455,37,11,CA,T
12,T1C,125.4778,14,5,CA,T
1,T1G,79.7165,30,9,CA,T
3,T1G,203.0789,38,33,CA,T
4,T1G,727.5902,163,92,CA,T
11,T1G,324.8313,22,11,CA,T
12,T1G,86.1841,13,4,CA,T
1,T1H,69.0865,18,5,CA,T
2,T1H,59.8775,9,3,CA,T
3,T1H,575.0993,108,74,CA,T
4,T1H,1818.9305,358,211,CA,T
9,T1H,177.2969,10,8,CA,T
11,T1H,685.8072,42,17,CA,T
12,T1H,136.4546,19,13,CA,T
1,T1J,130.582,34,11,CA,T
2,T1J,103.1628,13,8,CA,T
3,T1J,385.0059,70,45,CA,T
4,T1J,986.2824,217,153,CA,T
9,T1J,29.3439,9,3,CA,T
10,T1J,201.7875,9,4,CA,T
11,T1J,545.031,7,5,CA,T
12,T1J,70.012,2,2,CA,T
1,T1K,405.7529,43,14,CA,T
2,T1K,143.2498,21,7,CA,T
3,T1K,1186.8677,148,93,CA,T
4,T1K,3904.8432,618,407,CA,T
9,T1K,7.6553,1,1,CA,T
10,T1K,406.3165,33,15,CA,T
11,T1K,709.1762,47,19,CA,T
12,T1K,584.557,97,31,CA,T
1,T1L,19.4214,5,2,CA,T
2,T1L,17.3452,7,4,CA,T
3,T1L,209.2319,37,34,CA,T
4,T1L,730.154,103,76,CA,T
10,T1L,23.8845,5,5,CA,T
12,T1L,54.2086,6,2,CA,T
1,T1M,106.9443,79,7,CA,T
2,T1M,81.4081,24,4,CA,T
3,T1M,134.7726,18,6,CA,T
4,T1M,667.6076,60,35,CA,T
1,T1P,231.0358,33,7,CA,T
2,T1P,225.6391,45,19,CA,T
3,T1P,202.1552,49,17,CA,T
4,T1P,1032.7156,150,100,CA,T
11,T1P,334.6443,21,11,CA,T
12,T1P,633.5865,54,10,CA,T
2,T1R,109.0337,27,24,CA,T
3,T1R,301.2732,68,42,CA,T
4,T1R,778.9354,126,76,CA,T
11,T1R,296.2852,48,24,CA,T
12,T1R,111.0972,22,8,CA,T
1,T1S,115.3446,37,10,CA,T
3,T1S,475.9952,85,47,CA,T
4,T1S,1393.8206,255,176,CA,T
10,T1S,19.6783,8,4,CA,T
11,T1S,443.0442,51,19,CA,T
12,T1S,292.0793,7,4,CA,T
2,T1V,106.5194,20,4,CA,T
3,T1V,268.6865,43,36,CA,T
4,T1V,859.5499,135,112,CA,T
11,T1V,99.3302,46,9,CA,T
12,T1V,436.7482,91,17,CA,T
1,T1W,157.9374,36,8,CA,T
2,T1W,100.3094,12,5,CA,T
3,T1W,679.8497,118,89,CA,T
4,T1W,3197.0837,443,270,CA,T
5,T1W,97.8246,4,4,CA,T
10,T1W,29.022,7,7,CA,T
11,T1W,296.1185,92,21,CA,T
12,T1W,233.8418,30,18,CA,T
3,T1X,482.0221,76,50,CA,T
4,T1X,1031.8297,130,88,CA,T
10,T1X,140.7988,27,16,CA,T
11,T1X,152.1456,7,4,CA,T
12,T1X,57.2202,1,1,CA,T
1,T1Y,94.1078,15,12,CA,T
2,T1Y,34.713,15,6,CA,T
3,T1Y,512.0281,94,62,CA,T
4,T1Y,1845.1637,331,199,CA,T
11,T1Y,481.3405,19,9,CA,T
12,T1Y,43.2464,16,4,CA,T
2,T2A,119.0596,39,10,CA,T
3,T2A,1137.692,177,111,CA,T
4,T2A,2490.9488,310,214,CA,T
10,T2A,37.1562,3,3,CA,T
11,T2A,70.3313,13,10,CA,T
12,T2A,124.7925,16,12,CA,T
1,T2B,17.3015,2,2,CA,T
3,T2B,89.43,21,13,CA,T
4,T2B,989.1141,183,118,CA,T
9,T2B,61.0697,11,6,CA,T
11,T2B,485.5345,20,20,CA,T
12,T2B,82.1559,11,7,CA,T
1,T2C,145.9494,31,15,CA,T
2,T2C,66.0416,18,7,CA,T
3,T2C,533.3835,105,45,CA,T
4,T2C,1082.7232,193,124,CA,T
11,T2C,246.545,15,8,CA,T
12,T2C,115.8706,13,11,CA,T
1,T2E,84.17,9,7,CA,T
2,T2E,114.4669,23,5,CA,T
3,T2E,759.5139,169,132,CA,T
4,T2E,2499.2832,509,302,CA,T
11,T2E,2171.8683,33,18,CA,T
12,T2E,262.1203,37,27,CA,T
1,T2G,100.6844,13,4,CA,T
2,T2G,360.92,27,16,CA,T
3,T2G,471.7517,53,43,CA,T
4,T2G,1213.2396,224,156,CA,T
10,T2G,54.0333,12,2,CA,T
12,T2G,284.8886,60,12,CA,T
1,T2H,456.6492,33,11,CA,T
2,T2H,317.9494,13,6,CA,T
3,T2H,248.7557,50,39,CA,T
4,T2H,424.7049,50,36,CA,T
9,T2H,40.5454,3,1,CA,T
10,T2H,60.0871,16,1,CA,T
11,T2H,165.8345,19,11,CA,T
12,T2H,146.0093,22,9,CA,T
1,T2J,153.3955,19,8,CA,T
2,T2J,150.7211,17,7,CA,T
3,T2J,1519.4164,180,134,CA,T
4,T2J,2647.4306,412,277,CA,T
9,T2J,3.899,1,1,CA,T
10,T2J,195.5757,36,14,CA,T
11,T2J,272.142,31,17,CA,T
12,T2J,459.1016,41,23,CA,T
1,T2K,6.9071,2,1,CA,T
3,T2K,427.6318,79,59,CA,T
4,T2K,2600.1419,563,307,CA,T
11,T2K,345.354,124,62,CA,T
12,T2K,362.6767,49,41,CA,T
1,T2L,35.3356,9,3,CA,T
2,T2L,844.9041,360,40,CA,T
3,T2L,425.0884,71,65,CA,T
4,T2L,936.2497,181,121,CA,T
11,T2L,58.0651,19,13,CA,T
1,T2M,42.7603,10,9,CA,T
2,T2M,345.7876,48,12,CA,T
3,T2M,760.1652,136,103,CA,T
4,T2M,1277.1912,257,189,CA,T
10,T2M,10.5152,4,2,CA,T
11,T2M,336.6898,14,8,CA,T
12,T2M,177.2164,27,17,CA,T
1,T2N,167.3327,42,16,CA,T
2,T2N,158.5706,10,2,CA,T
3,T2N,1441.9038,269,167,CA,T
4,T2N,3253.9272,512,393,CA,T
10,T2N,497.3475,93,21,CA,T
11,T2N,373.0168,129,28,CA,T
12,T2N,515.0932,66,39,CA,T
1,T2P,116.4107,47,11,CA,T
2,T2P,63.2161,12,10,CA,T
3,T2P,208.0532,43,32,CA,T
4,T2P,785.3899,139,97,CA,T
9,T2P,88.8363,40,10,CA,T
10,T2P,15.0142,1,1,CA,T
11,T2P,402.6933,89,7,CA,T
12,T2P,578.7677,61,25,CA,T
1,T2R,365.8641,34,16,CA,T
2,T2R,336.6695,65,11,CA,T
3,T2R,476.331,63,45,CA,T
4,T2R,1279.1712,184,135,CA,T
10,T2R,159.1855,20,15,CA,T
11,T2R,245.33,23,16,CA,T
12,T2R,19.5677,4,3,CA,T
1,T2S,36.874,6,1,CA,T
2,T2S,49.0286,10,8,CA,T
3,T2S,599.5035,84,77,CA,T
4,T2S,1495.3165,222,160,CA,T
11,T2S,79.9181,12,10,CA,T
12,T2S,95.9794,4,2,CA,T
1,T2T,232.7586,59,15,CA,T
2,T2T,269.7583,42,21,CA,T
3,T2T,1899.7284,417,229,CA,T
4,T2T,3907.0303,680,530,CA,T
10,T2T,86.3722,5,2,CA,T
11,T2T,516.3427,5,5,CA,T
12,T2T,154.3059,20,16,CA,T
1,T2V,48.3424,15,1,CA,T
2,T2V,89.8085,34,13,CA,T
3,T2V,894.8,195,141,CA,T
4,T2V,2653.0051,392,236,CA,T
9,T2V,55.285,2,2,CA,T
10,T2V,151.4192,18,5,CA,T
11,T2V,226.7303,35,11,CA,T
12,T2V,95.7004,14,10,CA,T
1,T2W,151.2264,26,10,CA,T
2,T2W,67.8851,21,5,CA,T
3,T2W,1486.4335,215,140,CA,T
4,T2W,3179.2348,553,343,CA,T
10,T2W,45.1104,14,1,CA,T
11,T2W,565.1729,80,32,CA,T
12,T2W,712.8662,41,17,CA,T
1,T2X,115.1756,26,11,CA,T
3,T2X,744.318,93,59,CA,T
4,T2X,3204.6952,436,259,CA,T
11,T2X,488.19,25,14,CA,T
12,T2X,160.8257,24,18,CA,T
1,T2Y,439.6424,51,18,CA,T
2,T2Y,214.4233,43,19,CA,T
3,T2Y,1266.5555,188,143,CA,T
4,T2Y,3407.7589,411,280,CA,T
9,T2Y,104.9132,35,13,CA,T
11,T2Y,328.8382,51,11,CA,T
12,T2Y,206.4286,26,23,CA,T
