month,State,New.Category,Total Sales Demand,Total Units Demanded per SKU,Order ID,Country,Custom_State
12,ME,A,34868.89,5260,937,US,ME
12,ME,Non-A,7505.41,1384,410,US,ME
12,ME,Seasonal,12715.99,2093,521,US,ME
12,MI,A,257697.96,31006,6648,US,MI
12,MI,Non-A,60556.75,8952,2750,US,MI
12,MI,Seasonal,116702.9,17123,4179,US,MI
12,MN,A,136571.85,19603,3624,US,MN
12,MN,Non-A,34373.37,5451,1625,US,MN
12,MN,Seasonal,62921.47,9454,2192,US,MN
12,MO,A,145140.94,15821,3663,US,MO
12,MO,Non-A,31298.61,4556,1423,US,MO
12,MO,Seasonal,70757.2,10828,2506,US,MO
12,MS,A,37540.12,4098,1022,US,MS
12,MS,Non-A,7604.06,1138,383,US,MS
12,MS,Seasonal,28426.57,4243,936,US,MS
12,MT,A,25463.62,3172,622,US,MT
12,MT,Non-A,5336.72,976,268,US,MT
12,MT,Seasonal,11247.17,1662,410,US,MT
12,N0A,A,1094.8788,64,16,CA,N
12,N0A,Non-A,86.9745,16,6,CA,N
12,N0A,Non-Sellable,0,1,1,CA,N
12,N0A,Seasonal,15.0503,4,2,CA,N
12,N0B,A,2194.8454,168,31,CA,N
12,N0B,Non-A,188.2171,23,9,CA,N
12,N0B,Seasonal,155.0893,14,6,CA,N
12,N0C,A,379.4528,12,5,CA,N
12,N0C,Non-A,0,2,1,CA,N
12,N0C,Seasonal,0,6,2,CA,N
12,N0E,A,636.0481,41,9,CA,N
12,N0E,Non-A,0,2,1,CA,N
12,N0E,Non-Sellable,0,1,1,CA,N
12,N0E,Seasonal,210.4952,24,5,CA,N
12,N0G,A,1086.3597,278,18,CA,N
12,N0G,Non-A,792.1687,63,16,CA,N
12,N0G,Non-Sellable,0,3,3,CA,N
12,N0G,Seasonal,304.1475,35,10,CA,N
12,N0H,A,282.5245,40,8,CA,N
12,N0H,Non-A,78.1048,21,6,CA,N
12,N0H,Seasonal,45.1739,28,2,CA,N
12,N0J,A,533.1114,39,10,CA,N
12,N0J,Non-A,72.218,21,5,CA,N
12,N0J,Non-Sellable,0,2,2,CA,N
12,N0J,Seasonal,140.6637,14,2,CA,N
12,N0K,A,117.7756,11,4,CA,N
12,N0K,Non-A,118.8824,6,2,CA,N
12,N0K,Seasonal,0,8,2,CA,N
12,N0L,A,836.2951,85,17,CA,N
12,N0L,Non-A,80.8754,10,7,CA,N
12,N0L,Non-Sellable,0,1,1,CA,N
12,N0L,Seasonal,241.8232,67,7,CA,N
12,N0M,A,1469.865,195,29,CA,N
12,N0M,Non-A,769.911,53,16,CA,N
12,N0M,Seasonal,479.807,35,7,CA,N
12,N0N,A,946.1123,81,18,CA,N
12,N0N,Non-A,142.2071,22,8,CA,N
12,N0N,Seasonal,121.1634,7,4,CA,N
12,N0P,A,1638.6734,78,19,CA,N
12,N0P,Non-A,31.9605,15,8,CA,N
12,N0P,Non-Sellable,0,2,2,CA,N
12,N0P,Seasonal,160.7435,11,4,CA,N
12,N0R,A,438.2077,42,14,CA,N
12,N0R,Non-A,323.091,53,8,CA,N
12,N0R,Seasonal,154.344,49,7,CA,N
12,N1A,A,37.0274,7,3,CA,N
12,N1A,Non-A,84.1808,13,2,CA,N
12,N1A,Non-Sellable,180.6881,1,1,CA,N
12,N1A,Seasonal,0,3,1,CA,N
12,N1C,A,219.5903,4,2,CA,N
12,N1E,A,95.5501,30,5,CA,N
12,N1E,Non-A,103.2822,8,3,CA,N
12,N1E,Seasonal,159.5241,10,2,CA,N
12,N1G,A,190.5584,51,7,CA,N
12,N1G,Non-A,208.2131,10,4,CA,N
12,N1G,Seasonal,33.8729,8,3,CA,N
12,N1H,A,176.8403,25,8,CA,N
12,N1H,Non-A,153.0484,12,5,CA,N
12,N1H,Seasonal,0,1,1,CA,N
12,N1K,A,386.41,29,3,CA,N
12,N1K,Non-Sellable,323.7388,1,1,CA,N
12,N1K,Seasonal,45.1588,2,1,CA,N
12,N1L,A,419.0706,9,4,CA,N
12,N1M,A,617.0976,27,7,CA,N
12,N1M,Non-A,0,2,1,CA,N
12,N1M,Seasonal,19.244,2,1,CA,N
12,N1P,A,368.4834,6,2,CA,N
12,N1P,Non-A,0,2,1,CA,N
12,N1R,A,140.6938,9,3,CA,N
12,N1R,Non-A,0,4,1,CA,N
12,N1R,Seasonal,66.255,20,1,CA,N
12,N1S,A,396.3629,35,5,CA,N
12,N1S,Non-A,0,15,2,CA,N
12,N1S,Seasonal,46.0246,7,1,CA,N
12,N1T,A,498.2983,16,3,CA,N
12,N1T,Non-A,16.9401,2,1,CA,N
12,N1T,Seasonal,88.8343,2,2,CA,N
12,N2A,A,266.0133,21,2,CA,N
12,N2A,Non-A,0,17,1,CA,N
12,N2B,A,83.3607,29,3,CA,N
12,N2B,Seasonal,37.2608,2,1,CA,N
12,N2C,A,92.5762,4,2,CA,N
12,N2C,Non-A,0,2,1,CA,N
12,N2E,A,60.2318,13,2,CA,N
12,N2E,Non-A,73.8969,2,2,CA,N
12,N2E,Seasonal,124.3784,27,2,CA,N
12,N2G,A,86.9295,11,2,CA,N
12,N2G,Non-A,0,1,1,CA,N
12,N2H,A,60.6986,8,2,CA,N
12,N2H,Non-A,5.6467,1,1,CA,N
12,N2J,A,183.4658,30,5,CA,N
12,N2J,Non-A,228.7757,5,2,CA,N
12,N2J,Seasonal,71.5778,6,2,CA,N
12,N2K,A,224.3256,34,6,CA,N
12,N2K,Non-A,188.2171,1,1,CA,N
12,N2K,Seasonal,135.5199,22,1,CA,N
12,N2L,A,281.6196,26,9,CA,N
12,N2L,Non-A,163.5068,38,5,CA,N
12,N2M,A,558.2134,12,5,CA,N
12,N2M,Non-A,0,2,2,CA,N
12,N2M,Seasonal,0,1,1,CA,N
12,N2N,A,337.3807,29,6,CA,N
12,N2N,Non-A,41.6426,1,1,CA,N
12,N2N,Non-Sellable,0,1,1,CA,N
12,N2N,Seasonal,164.1163,31,5,CA,N
12,N2P,A,365.5695,43,7,CA,N
12,N2P,Non-A,319.2947,39,5,CA,N
12,N2P,Seasonal,0,8,1,CA,N
12,N2R,A,107.2878,18,1,CA,N
12,N2T,A,299.6756,26,5,CA,N
12,N2T,Non-A,31.4482,5,2,CA,N
12,N2T,Seasonal,0,1,1,CA,N
12,N2V,A,285.2353,17,3,CA,N
12,N2Z,A,13.5295,3,1,CA,N
12,N3B,A,436.8392,87,5,CA,N
12,N3B,Non-A,45.5727,3,1,CA,N
12,N3C,A,33.5036,21,5,CA,N
12,N3C,Non-A,33.6317,2,1,CA,N
12,N3E,Non-A,38.3827,2,1,CA,N
12,N3H,A,38.8193,21,2,CA,N
12,N3H,Non-A,264.1381,36,4,CA,N
12,N3H,Seasonal,0,1,1,CA,N
12,N3L,A,337.621,32,5,CA,N
12,N3L,Non-A,0,24,2,CA,N
12,N3L,Seasonal,18.0695,3,2,CA,N
12,N3P,A,47.8542,4,1,CA,N
12,N3P,Non-A,37.9457,6,1,CA,N
12,N3P,Seasonal,0,2,1,CA,N
12,N3R,A,635.9414,57,11,CA,N
12,N3R,Non-A,486.7435,127,6,CA,N
12,N3R,Seasonal,53.6058,37,5,CA,N
12,N3S,A,1357.8736,51,8,CA,N
12,N3S,Non-A,0,46,3,CA,N
12,N3S,Non-Sellable,0,1,1,CA,N
12,N3S,Seasonal,45.1739,5,1,CA,N
12,N3T,A,509.2436,50,11,CA,N
12,N3T,Non-A,105.2927,26,6,CA,N
12,N3T,Seasonal,120.4631,16,2,CA,N
12,N3V,A,33.7898,12,1,CA,N
12,N3V,Non-A,45.1362,5,1,CA,N
12,N3W,A,482.9527,76,8,CA,N
12,N3W,Non-A,0,1,1,CA,N
12,N3W,Seasonal,72.218,11,3,CA,N
12,N3Y,A,425.8013,14,6,CA,N
12,N3Y,Non-A,15.0429,3,2,CA,N
12,N3Y,Seasonal,0,1,1,CA,N
12,N4B,A,293.0204,7,4,CA,N
12,N4B,Non-A,0,5,2,CA,N
12,N4B,Seasonal,25.5984,4,1,CA,N
12,N4G,A,176.516,23,5,CA,N
12,N4G,Non-A,0,3,1,CA,N
12,N4G,Seasonal,0,2,1,CA,N
12,N4K,A,570.6065,12,5,CA,N
12,N4K,Non-A,30.0933,3,2,CA,N
12,N4L,A,244.1192,27,4,CA,N
12,N4L,Non-A,13.6575,3,2,CA,N
12,N4L,Seasonal,119.8538,19,2,CA,N
12,N4N,A,174.8226,52,7,CA,N
12,N4S,A,1056.8954,55,13,CA,N
12,N4S,Non-A,565.493,22,6,CA,N
12,N4S,Non-Sellable,0,1,1,CA,N
12,N4S,Seasonal,0,7,2,CA,N
12,N4T,A,148.4257,15,4,CA,N
12,N4T,Non-A,37.6298,7,4,CA,N
12,N4T,Non-Sellable,210.804,1,1,CA,N
12,N4T,Seasonal,60.2318,1,1,CA,N
12,N4V,A,188.2171,1,1,CA,N
12,N4W,A,358.4993,20,5,CA,N
12,N4W,Non-A,0,2,1,CA,N
12,N4W,Seasonal,16.5637,8,2,CA,N
12,N4X,A,169.1608,13,6,CA,N
12,N4X,Non-A,132.8633,8,3,CA,N
12,N4X,Seasonal,0,3,2,CA,N
12,N4Z,A,43.6529,3,1,CA,N
12,N4Z,Seasonal,0,1,1,CA,N
12,N5A,A,759.3731,53,7,CA,N
12,N5A,Non-A,14.6739,2,2,CA,N
12,N5A,Seasonal,87.3359,19,4,CA,N
12,N5C,A,139.2258,38,3,CA,N
12,N5H,A,320.3807,18,4,CA,N
12,N5H,Non-A,94.4283,2,1,CA,N
12,N5P,A,374.6341,31,5,CA,N
12,N5P,Non-A,147.4471,13,4,CA,N
12,N5P,Seasonal,13.251,5,2,CA,N
12,N5R,A,767.1867,83,14,CA,N
12,N5R,Non-A,12.0313,9,4,CA,N
12,N5R,Seasonal,45.1437,4,2,CA,N
12,N5V,A,592.7175,58,10,CA,N
12,N5V,Non-A,534.3765,25,8,CA,N
12,N5V,Non-Sellable,0,2,2,CA,N
12,N5V,Seasonal,0,1,1,CA,N
12,N5W,A,375.5606,3,2,CA,N
12,N5W,Non-A,45.0835,17,2,CA,N
12,N5W,Non-Sellable,0,1,1,CA,N
12,N5X,A,273.9116,92,7,CA,N
12,N5X,Non-A,579.4228,9,3,CA,N
12,N5Y,A,305.8867,36,4,CA,N
12,N5Y,Seasonal,78.3014,20,1,CA,N
12,N5Z,A,189.6777,35,5,CA,N
12,N5Z,Non-A,176.7721,21,2,CA,N
12,N5Z,Seasonal,0,2,1,CA,N
12,N6A,A,36.1014,5,1,CA,N
12,N6A,Seasonal,82.8113,1,1,CA,N
12,N6B,A,71.4723,7,2,CA,N
12,N6B,Non-A,0,1,1,CA,N
12,N6C,A,30.1008,4,2,CA,N
12,N6C,Non-A,148.0195,16,2,CA,N
12,N6C,Seasonal,16.5637,5,2,CA,N
12,N6E,A,251.7835,50,3,CA,N
12,N6E,Non-A,0,6,2,CA,N
12,N6E,Seasonal,0,3,2,CA,N
12,N6G,A,289.4967,15,4,CA,N
12,N6G,Non-A,32.4269,8,1,CA,N
12,N6H,A,244.0819,35,6,CA,N
12,N6H,Non-A,18.9429,4,1,CA,N
12,N6H,Seasonal,56.4221,1,1,CA,N
12,N6J,A,630.2717,51,12,CA,N
12,N6J,Non-A,75.9296,11,5,CA,N
12,N6J,Seasonal,0,9,3,CA,N
12,N6K,A,285.6796,16,4,CA,N
12,N6K,Non-A,282.0658,18,5,CA,N
12,N6L,A,42.5913,3,1,CA,N
12,N6M,A,42.1621,8,1,CA,N
12,N6M,Seasonal,18.0694,2,1,CA,N
12,N6P,A,271.5322,8,3,CA,N
12,N6P,Non-A,0,2,2,CA,N
12,N6P,Seasonal,17.934,3,2,CA,N
12,N7A,A,138.2685,15,4,CA,N
12,N7A,Non-A,0,8,2,CA,N
12,N7A,Seasonal,0,2,2,CA,N
12,N7G,A,317.7451,29,7,CA,N
12,N7G,Non-A,26.3514,8,3,CA,N
12,N7G,Non-Sellable,0,1,1,CA,N
12,N7G,Seasonal,227.3297,107,4,CA,N
12,N7L,A,689.4439,18,6,CA,N
12,N7L,Non-A,119.4094,18,4,CA,N
12,N7L,Non-Sellable,0,1,1,CA,N
12,N7L,Seasonal,495.2489,46,5,CA,N
12,N7M,A,413.2203,14,7,CA,N
12,N7M,Non-A,38.3751,3,2,CA,N
12,N7M,Non-Sellable,323.7388,1,1,CA,N
12,N7M,Seasonal,45.1739,5,1,CA,N
12,N7S,A,154.6823,16,6,CA,N
12,N7S,Non-A,44.3983,4,3,CA,N
12,N7S,Seasonal,57.2202,2,2,CA,N
12,N7T,A,428.9711,15,6,CA,N
12,N7T,Non-A,38.3826,5,2,CA,N
12,N7T,Non-Sellable,210.804,1,1,CA,N
12,N7V,A,114.2821,9,3,CA,N
12,N7V,Non-A,36.0638,12,2,CA,N
12,N7W,Non-A,38.5181,2,1,CA,N
12,N7W,Seasonal,29.8146,12,2,CA,N
12,N8A,A,203.2449,5,2,CA,N
12,N8A,Non-A,15.7882,3,1,CA,N
12,N8A,Non-Sellable,0,1,1,CA,N
12,N8H,A,581.8996,62,5,CA,N
12,N8H,Non-A,-24.8457,7,2,CA,N
12,N8H,Seasonal,40.6564,3,1,CA,N
12,N8M,A,507.9344,25,6,CA,N
12,N8M,Non-A,244.6618,5,3,CA,N
12,N8N,A,483.036,29,6,CA,N
12,N8N,Non-A,0,3,1,CA,N
12,N8N,Seasonal,42.0492,2,2,CA,N
12,N8P,A,0,1,1,CA,N
12,N8P,Non-A,48.7348,4,1,CA,N
12,N8P,Seasonal,82.8113,5,2,CA,N
12,N8R,A,32.4945,5,2,CA,N
12,N8R,Non-A,0,4,1,CA,N
12,N8R,Non-Sellable,323.7388,1,1,CA,N
12,N8R,Seasonal,36.1391,4,1,CA,N
12,N8S,A,75.3345,10,3,CA,N
12,N8S,Non-A,292.9744,27,4,CA,N
12,N8S,Seasonal,124.2206,6,3,CA,N
12,N8T,A,285.4536,11,6,CA,N
12,N8T,Non-A,56.279,4,2,CA,N
12,N8T,Seasonal,60.2091,2,2,CA,N
12,N8W,A,626.1098,42,6,CA,N
12,N8W,Non-A,78.8808,30,4,CA,N
12,N8W,Non-Sellable,0,1,1,CA,N
12,N8W,Seasonal,0,1,1,CA,N
12,N8X,A,77.4804,9,3,CA,N
12,N8X,Seasonal,327.5106,144,5,CA,N
12,N8Y,A,125.7405,19,4,CA,N
12,N8Y,Non-A,37.4792,4,4,CA,N
12,N8Y,Seasonal,0,2,1,CA,N
12,N9C,A,136.8091,9,2,CA,N
12,N9C,Non-A,158.1011,1,1,CA,N
12,N9C,Seasonal,45.1738,4,1,CA,N
12,N9E,A,178.3608,26,6,CA,N
12,N9E,Non-A,235.7023,10,5,CA,N
12,N9E,Seasonal,328.5412,30,5,CA,N
12,N9G,A,59.8177,10,1,CA,N
12,N9H,A,109.162,24,2,CA,N
12,N9H,Non-A,0,1,1,CA,N
12,N9H,Seasonal,0,6,1,CA,N
12,N9J,A,90.3326,5,2,CA,N
12,N9J,Non-A,51.8817,6,3,CA,N
12,N9J,Seasonal,180.688,3,3,CA,N
12,N9K,A,49.616,10,1,CA,N
12,N9V,A,189.6474,5,3,CA,N
12,N9V,Non-A,0,6,1,CA,N
12,N9V,Seasonal,52.6953,1,1,CA,N
12,N9Y,A,97.8767,9,2,CA,N
12,N9Y,Non-A,39.9184,7,2,CA,N
12,N9Y,Seasonal,39.896,2,1,CA,N
12,NC,A,225746.79,28350,5814,US,NC
12,NC,Non-A,52473.69,7914,2392,US,NC
12,NC,Seasonal,128720.12,17964,4447,US,NC
12,ND,A,17355.36,2433,468,US,ND
12,ND,Non-A,4958.62,789,180,US,ND
12,ND,Seasonal,9336.28,1539,324,US,ND
12,NE,A,38765.52,4467,1018,US,NE
12,NE,Non-A,10162,1579,464,US,NE
12,NE,Seasonal,19602.38,2651,684,US,NE
12,NH,A,49948.32,6313,1367,US,NH
12,NH,Non-A,12123.03,2057,623,US,NH
12,NH,Seasonal,19030.89,3067,771,US,NH
12,NJ,A,269244.89,35766,7113,US,NJ
12,NJ,Non-A,69487.89,10407,3221,US,NJ
12,NJ,Seasonal,143770.33,19816,4900,US,NJ
12,NM,A,25186.17,2961,681,US,NM
12,NM,Non-A,5442.04,1058,274,US,NM
12,NM,Seasonal,13552.26,1594,430,US,NM
12,NV,A,51562.94,7151,1258,US,NV
12,NV,Non-A,12000.09,1849,529,US,NV
12,NV,Seasonal,32886.44,4809,981,US,NV
12,NY,A,565703.78,75912,15517,US,NY
12,NY,Non-A,149788.44,22943,7078,US,NY
12,NY,Seasonal,290450.17,41676,10434,US,NY
12,OH,A,263967.68,28777,6931,US,OH
12,OH,Non-A,55275.05,8381,2709,US,OH
12,OH,Seasonal,126117.35,17394,4497,US,OH
12,OK,A,56638.98,5630,1388,US,OK
12,OK,Non-A,10381.59,1788,535,US,OK
12,OK,Seasonal,29510.42,4047,1003,US,OK
12,OR,A,88995.52,12534,2303,US,OR
12,OR,Non-A,21347.35,3158,990,US,OR
12,OR,Seasonal,41859.62,6076,1443,US,OR
12,P0A,A,316.1487,31,7,CA,P
12,P0A,Non-A,43.6454,2,2,CA,P
12,P0B,A,293.4571,3,2,CA,P
12,P0B,Non-A,173.1591,1,1,CA,P
12,P0B,Non-Sellable,0,1,1,CA,P
12,P0E,A,45.1739,4,1,CA,P
12,P0E,Seasonal,150.5797,1,1,CA,P
12,P0H,A,749.4697,141,14,CA,P
12,P0H,Non-A,39.2859,8,3,CA,P
12,P0H,Seasonal,211.5642,24,4,CA,P
12,P0J,A,673.5571,32,12,CA,P
12,P0J,Non-A,68.1969,11,3,CA,P
12,P0J,Non-Sellable,173.1591,1,1,CA,P
12,P0J,Seasonal,0,5,3,CA,P
12,P0K,A,399.9911,28,6,CA,P
12,P0K,Non-A,222.0899,12,6,CA,P
12,P0K,Non-Sellable,0,1,1,CA,P
12,P0L,A,374.9649,32,8,CA,P
12,P0L,Non-A,86.5079,10,4,CA,P
12,P0L,Seasonal,0,6,3,CA,P
12,P0M,A,838.711,99,18,CA,P
12,P0M,Non-A,326.3195,63,14,CA,P
12,P0M,Seasonal,190.618,43,9,CA,P
12,P0N,A,568.2647,69,8,CA,P
12,P0N,Non-A,51.6107,19,3,CA,P
12,P0N,Seasonal,110.4424,10,2,CA,P
12,P0P,A,233.7427,25,7,CA,P
12,P0P,Non-A,81.245,24,5,CA,P
12,P0P,Seasonal,0,7,4,CA,P
12,P0R,A,330.3253,10,4,CA,P
12,P0R,Non-A,8.1313,5,2,CA,P
12,P0S,A,276.2534,6,4,CA,P
12,P0S,Non-A,0,4,1,CA,P
12,P0S,Seasonal,147.5681,1,1,CA,P
12,P0T,A,883.2001,70,14,CA,P
12,P0T,Non-A,356.7079,37,9,CA,P
12,P0T,Non-Sellable,0,1,1,CA,P
12,P0T,Seasonal,0,10,1,CA,P
12,P0V,A,42.2373,9,3,CA,P
12,P0V,Non-A,94.5556,16,2,CA,P
12,P0V,Seasonal,0,1,1,CA,P
12,P0W,A,63.0624,16,3,CA,P
12,P0W,Non-A,0,2,1,CA,P
12,P0W,Seasonal,0,4,1,CA,P
12,P0X,Seasonal,76.0423,11,2,CA,P
12,P1A,A,105.5712,8,4,CA,P
12,P1A,Non-A,287.7874,14,4,CA,P
12,P1A,Seasonal,33.1275,3,2,CA,P
12,P1B,A,765.2978,73,9,CA,P
12,P1B,Non-A,81.998,14,5,CA,P
12,P1B,Seasonal,60.2318,10,4,CA,P
12,P1H,A,346.4606,27,4,CA,P
12,P1H,Non-A,0,4,2,CA,P
12,P1H,Seasonal,193.1183,10,4,CA,P
12,P1L,A,157.4301,9,4,CA,P
12,P1L,Non-A,302.2207,49,5,CA,P
12,P1L,Seasonal,0,1,1,CA,P
12,P1P,A,347.1004,27,6,CA,P
12,P1P,Non-A,107.2425,40,5,CA,P
12,P1P,Seasonal,0,5,2,CA,P
12,P2A,A,276.9456,7,4,CA,P
12,P2A,Non-A,12.7842,11,3,CA,P
12,P2A,Seasonal,14.4553,5,1,CA,P
12,P2B,A,222.7977,8,2,CA,P
12,P2B,Non-Sellable,0,1,1,CA,P
12,P2N,A,730.8826,25,9,CA,P
12,P2N,Non-A,40.2574,3,2,CA,P
12,P2N,Non-Sellable,0,2,2,CA,P
12,P2N,Seasonal,45.1738,8,3,CA,P
12,P3A,A,149.3448,4,4,CA,P
12,P3A,Seasonal,0,2,2,CA,P
12,P3B,A,173.8511,48,5,CA,P
12,P3B,Non-A,24.0473,8,1,CA,P
12,P3B,Non-Sellable,0,1,1,CA,P
12,P3B,Seasonal,35.9509,5,2,CA,P
12,P3C,Seasonal,54.2087,6,1,CA,P
12,P3E,A,985.1899,50,9,CA,P
12,P3E,Non-A,0,6,3,CA,P
12,P3E,Seasonal,44.3906,1,1,CA,P
12,P3G,Non-A,12.7842,2,1,CA,P
12,P3L,A,49.4803,4,2,CA,P
12,P3L,Non-A,0,4,1,CA,P
12,P3N,A,65.9011,5,2,CA,P
12,P3N,Non-A,52.6802,5,2,CA,P
12,P3N,Seasonal,39.753,19,2,CA,P
12,P3P,A,265.5845,44,4,CA,P
12,P3P,Non-A,93.5846,16,5,CA,P
12,P3P,Non-Sellable,0,1,1,CA,P
12,P3P,Seasonal,60.2318,1,1,CA,P
12,P3Y,A,476.1544,83,11,CA,P
12,P3Y,Non-A,165.946,14,4,CA,P
12,P4N,A,855.4711,85,14,CA,P
12,P4N,Non-A,69.0553,50,9,CA,P
12,P4N,Seasonal,90.3478,52,3,CA,P
12,P4P,A,475.4398,12,4,CA,P
12,P4P,Non-A,0,10,1,CA,P
12,P4R,A,260.6608,10,4,CA,P
12,P4R,Non-A,51.9947,4,1,CA,P
12,P5A,A,586.4697,10,4,CA,P
12,P5A,Non-A,0,4,1,CA,P
12,P5A,Non-Sellable,0,1,1,CA,P
12,P5E,A,55.9252,2,1,CA,P
12,P5E,Non-A,13.5519,4,2,CA,P
12,P5E,Seasonal,0,1,1,CA,P
12,P5N,A,18.0469,3,1,CA,P
12,P5N,Seasonal,50.4291,3,2,CA,P
12,P6A,A,549.6832,29,7,CA,P
12,P6A,Non-A,0,2,1,CA,P
12,P6B,A,778.1047,24,6,CA,P
12,P6B,Non-A,397.3945,15,6,CA,P
12,P6B,Seasonal,79.4232,5,4,CA,P
12,P6C,A,145.4972,13,3,CA,P
12,P6C,Non-A,45.1588,5,3,CA,P
12,P6C,Seasonal,74.5143,3,1,CA,P
12,P7A,A,211.5415,13,2,CA,P
12,P7A,Seasonal,4.9616,1,1,CA,P
12,P7B,A,59.2302,28,3,CA,P
12,P7B,Non-A,0,7,3,CA,P
12,P7B,Non-Sellable,0,1,1,CA,P
12,P7B,Seasonal,153.5912,3,2,CA,P
12,P7C,A,180.6881,1,1,CA,P
12,P7E,A,339.0667,33,7,CA,P
12,P7E,Non-A,89.3538,12,2,CA,P
12,P7E,Seasonal,67.7456,1,1,CA,P
12,P7G,A,305.7517,10,2,CA,P
12,P7G,Non-A,25.5834,2,1,CA,P
12,P7J,A,42.8774,4,1,CA,P
12,P7J,Non-A,0,1,1,CA,P
12,P8N,A,113.9804,20,5,CA,P
12,P8N,Non-A,210.804,3,3,CA,P
12,P8N,Non-Sellable,323.7388,1,1,CA,P
12,P8N,Seasonal,0,1,1,CA,P
12,P9A,Non-A,90.3403,1,1,CA,P
12,P9N,A,341.4618,18,6,CA,P
12,P9N,Non-A,109.7194,8,1,CA,P
12,P9N,Non-Sellable,0,1,1,CA,P
12,P9N,Seasonal,0,6,1,CA,P
12,PA,A,359125.54,44744,9989,US,PA
12,PA,Non-A,85945.1,12921,4185,US,PA
12,PA,Seasonal,180307.2,25687,6609,US,PA
12,R0A,A,439.6546,11,5,CA,R
12,R0A,Non-A,240.3024,10,4,CA,R
12,R0A,Non-Sellable,210.804,1,1,CA,R
12,R0A,Seasonal,0,1,1,CA,R
12,R0B,A,0,2,1,CA,R
12,R0B,Non-A,55.6311,20,1,CA,R
12,R0C,A,506.9413,22,5,CA,R
12,R0C,Non-A,251.4002,9,3,CA,R
12,R0E,A,944.2844,58,10,CA,R
12,R0E,Non-A,92.9599,10,3,CA,R
12,R0E,Seasonal,0,3,1,CA,R
12,R0G,A,401.3235,74,9,CA,R
12,R0G,Non-A,167.9248,31,4,CA,R
12,R0G,Seasonal,0,4,1,CA,R
12,R0H,A,188.2171,1,1,CA,R
12,R0J,A,345.7908,16,6,CA,R
12,R0J,Non-A,70.5461,15,4,CA,R
12,R0J,Seasonal,66.1646,5,3,CA,R
12,R0K,A,121.5919,31,3,CA,R
12,R0K,Non-A,0,3,1,CA,R
12,R0K,Seasonal,27.0742,6,1,CA,R
12,R0L,A,416.5321,39,5,CA,R
12,R0L,Non-A,49.1113,33,4,CA,R
12,R0L,Seasonal,0,4,1,CA,R
12,R0M,A,189.3833,262,3,CA,R
12,R0M,Non-A,0,10,2,CA,R
12,R0M,Seasonal,0,3,1,CA,R
12,R1A,A,367.7,22,4,CA,R
12,R1A,Non-A,0,1,1,CA,R
12,R1A,Seasonal,0,1,1,CA,R
12,R1N,A,410.2227,25,12,CA,R
12,R1N,Non-A,146.95,27,7,CA,R
12,R1N,Seasonal,41.4545,4,2,CA,R
12,R2C,A,206.3544,88,8,CA,R
12,R2C,Non-A,700.7138,41,8,CA,R
12,R2C,Seasonal,132.2764,8,3,CA,R
12,R2E,A,236.38,4,2,CA,R
12,R2E,Seasonal,38.3974,7,1,CA,R
12,R2G,A,512.9179,43,8,CA,R
12,R2G,Non-A,9.0121,41,4,CA,R
12,R2G,Seasonal,311.6914,24,2,CA,R
12,R2H,A,14.4857,5,4,CA,R
12,R2H,Non-A,78.9938,6,2,CA,R
12,R2J,A,122.3675,14,3,CA,R
12,R2J,Non-A,0,3,3,CA,R
12,R2J,Seasonal,44.4208,7,3,CA,R
12,R2K,A,166.2621,48,6,CA,R
12,R2K,Non-A,41.3565,7,3,CA,R
12,R2K,Seasonal,147.5681,3,2,CA,R
12,R2L,A,38.4201,6,1,CA,R
12,R2L,Non-A,0,1,1,CA,R
12,R2M,A,40.6113,6,1,CA,R
12,R2M,Non-A,43.9165,2,1,CA,R
12,R2M,Seasonal,9.0347,2,2,CA,R
12,R2N,A,66.9174,16,3,CA,R
12,R2N,Seasonal,173.5353,5,2,CA,R
12,R2P,Seasonal,40.3552,5,1,CA,R
12,R2R,A,95.5126,14,2,CA,R
12,R2V,A,152.6033,41,4,CA,R
12,R2V,Non-A,85.4537,22,4,CA,R
12,R2V,Seasonal,0,1,1,CA,R
12,R2W,A,173.1591,1,1,CA,R
12,R2W,Non-A,188.0364,25,1,CA,R
12,R2Y,A,55.0819,4,2,CA,R
12,R2Y,Non-A,0,1,1,CA,R
12,R2Y,Seasonal,46.6794,3,1,CA,R
12,R3B,A,38.3299,69,2,CA,R
12,R3C,A,0,24,1,CA,R
12,R3C,Non-A,214.9289,23,1,CA,R
12,R3C,Seasonal,0,6,1,CA,R
12,R3E,A,37.2229,8,2,CA,R
12,R3E,Non-A,40.31,5,2,CA,R
12,R3G,A,108.4174,31,4,CA,R
12,R3G,Non-A,189.5553,29,4,CA,R
12,R3G,Seasonal,37.2456,19,2,CA,R
12,R3J,A,443.8251,51,10,CA,R
12,R3J,Non-A,112.7824,17,4,CA,R
12,R3J,Seasonal,0,3,2,CA,R
12,R3K,A,101.234,12,3,CA,R
12,R3K,Non-A,29.8072,4,3,CA,R
12,R3K,Seasonal,140.6263,22,2,CA,R
12,R3L,A,393.1696,41,8,CA,R
12,R3L,Non-A,46.0246,17,4,CA,R
12,R3M,A,498.4336,16,6,CA,R
12,R3M,Non-A,45.0683,4,3,CA,R
12,R3M,Non-Sellable,0,1,1,CA,R
12,R3N,A,147.9893,24,3,CA,R
12,R3N,Non-A,40.2499,2,2,CA,R
12,R3N,Seasonal,0,2,1,CA,R
